Index	Author	MemberID	First/Last Author	Authors	Title	Citation	Year	PMID	Tumor Type(s)
1373	Tanna, Neil	198		Broer PN, Juran S, Liu YJ, Weichman K, Tanna N, Walker ME, Ng R, Persing JA.	The impact of geographic, ethnic, and demographic dynamics on the perception of beauty.	J Craniofac Surg. 2014;25(2):e157-61. 	2014	24621757	
1374	Martienssen, Rob	18	L	Jacob, Y. and Bergamin, E. and Donoghue, M. T. and Mongeon, V. and LeBlanc, C. and Voigt, P. and Underwood, C. J. and Brunzelle, J. S. and Michaels, S. D. and Reinberg, D. and Couture, J. F. and Martienssen, R. A. 	Selective methylation of histone H3 variant H3.1 regulates heterochromatin replication. 	Science, 343(6176) pp. 1249-53.	2014	24626927	
1375	Jhaveri, Kenar	193		Villa M, Siskind E, Jaimes N, Eckstein D, Bhaskaran M, Sachdeva M, Jhaveri K, Calderon K, Greben C, Sharan L, Coppa G, Krishnasastry K, Molmenti E, Nicastro J.	Arterio-enteric fistula in failed enteric-drained pancreas transplants: an impending danger.	Int J Angiol. 2014 Mar;23(1):65-8. 	2014	24627620	
1376	Jhaveri, Kenar	193	F	Jhaveri KD, Schrier PB, Mattana J.	Paging Doctor Google! Heuristics vs. technology.	Version 2. F1000Res. 2013 Mar 14 [revised 2013 Apr 10];2:90. 	2013	24627777	
1377	Huang, Z. Josh	43		Fu, Y. and Tucciarone, J. M. and Espinosa, J. S. and Sheng, N. and Darcy, D. P. and Nicoll, R. A. and Huang, Z. J. and Stryker, M. P. 	A cortical circuit for gain control by behavioral state. 	Cell, 156(6) pp. 1139-52.	2014	24630718	
1378	Oswald, Michaela 	74	L	Gregersen PK, Oswald M.	Editorial: the power of a modular approach to transcriptional analysis.	Arthritis Rheumatol. 2014 Jun;66(6):1418-20. 	2014	24644035	
1379	Vakoc, Christopher	32	L	Bhagwat, A. S. and Vakoc, C. R. 	A new bump in the epigenetic landscape. 	Molecular Cell, 53(6) pp. 857-8.	2014	24656126	
1380	Han, Justin	197		Liu JS, Walker K, Stein D, Prabhu S, Hofer MD, Han J, Yang XJ, Gonzalez CM.	Lichen sclerosus and isolated bulbar urethral stricture disease.	J Urol. 2014 Sep;192(3):775-9. 	2014	24657836	
1381	Sordella, Raffaella	25		Holembowski, L. and Kramer, D. and Riedel, D. and Sordella, R. and Nemajerova, A. and Dobbelstein, M. and Moll, U. M. 	Tap73 is essential for germ cell adhesion and maturation in testis.	Journal of Cell Biology, 204(7) pp. 1173-1190.	2014	24662569	
1382	Blanc, Lionel;Lipton, Jeffrey;Vlachos, Adrianna	130;71;61	F/L	Vlachos A, Blanc L, Lipton JM.	Diamond Blackfan anemia: a model for the translational approach to understanding human disease.	Expert Rev Hematol. 2014 Jun;7(3):359-72. 	2014	24665981	
1383	Lyon, Gholson	51		Brownstein, C. A. and Beggs, A. H. and Homer, N. and Merriman, B. and Yu, T. W. and Flannery, K. C. and Dechene, E. T. and Towne, M. C. and Savage, S. K. and Price, E. N. and Holm, I. A. and Luquette, L. J. and Lyon, E. and Majzoub, J. and Neupert, P. and McCallie, D. and Szolovits, P. and Willard, H. F. and Mendelsohn, N. J. and Temme, R. and Finkel, R. S. and Yum, S. W. and Medne, L. and Sunyaev, S. R. and Adzhubey, I. and Cassa, C. A. and de Bakker, P. I. and Duzkale, H. and Dworzy Ski, P. and Fairbrother, W. and Francioli, L. and Funke, B. H. and Giovanni, M. A. and Handsaker, R. E. and Lage, K. and Lebo, M. S. and Lek, M. and Leshchiner, I. and Macarthur, D. G. and McLaughlin, H. M. and Murray, M. F. and Pers, T. H. and Polak, P. P. and Raychaudhuri, S. and Rehm, H. L. and Soemedi, R. and Stitziel, N. O. and Vestecka, S. and Supper, J. and Gugenmus, C. and Klocke, B. and Hahn, A. and Schubach, M. and Menzel, M. and Biskup, S. and Freisinger, P. and Deng, M. and Braun, M. and Perner, S. and Smith, R. J. and Andorf, J. L. and Huang, J. and Ryckman, K. and Sheffield, V. C. and Stone, E. M. and Bair, T. and Black-Ziegelbein, E. A. and Braun, T. A. and Darbro, B. and Deluca, A. P. and Kolbe, D. L. and Scheetz, T. E. and Shearer, A. E. and Sompallae, R. and Wang, K. and Bassuk, A. G. and Edens, E. and Mathews, K. and Moore, S. A. and Shchelochkov, O. A. and Trapane, P. and Bossler, A. and Campbell, C. A. and Heusel, J. W. and Kwitek, A. and Maga, T. and Panzer, K. and Wassink, T. and Van Daele, D. and Azaiez, H. and Booth, K. and Meyer, N. and Segal, M. M. and Williams, M. S. and Tromp, G. and White, P. and Corsmeier, D. and Fitzgerald-Butt, S. and Herman, G. and Lamb-Thrush, D. 	An international effort towards developing standards for best practices in analysis, interpretation and reporting of clinical genome sequencing results in the CLARITY Challenge. 	Genome Biology, 15(3) pp. R53.	2014	24667040	
1384	Enikolopov, Grigori	5	L	Kovalenko IL, Galyamina AG, Smagin DA, Michurina TV, Kudryavtseva NN, Enikolopov G.	Extended effect of chronic social defeat stress in childhood on behaviors in adulthood.	PLoS One. 2014 Mar 25;9(3):e91762. 	2014	24667609	
1385	Gingeras, Thomas	7		Brown, J. B. and Boley, N. and Eisman, R. and May, G. E. and Stoiber, M. H. and Duff, M. O. and Booth, B. W. and Wen, J. and Park, S. and Suzuki, A. M. and Wan, K. H. and Yu, C. and Zhang, D. and Carlson, J. W. and Cherbas, L. and Eads, B. D. and Miller, D. and Mockaitis, K. and Roberts, J. and Davis, C. A. and Frise, E. and Hammonds, A. S. and Olson, S. and Shenker, S. and Sturgill, D. and Samsonova, A. A. and Weiszmann, R. and Robinson, G. and Hernandez, J. and Andrews, J. and Bickel, P. J. and Carninci, P. and Cherbas, P. and Gingeras, T. R. and Hoskins, R. A. and Kaufman, T. C. and Lai, E. C. and Oliver, B. and Perrimon, N. and Graveley, B. R. and Celniker, S. E. 	Diversity and dynamics of the Drosophila transcriptome. 	Nature, 512(7515) pp. 393-399.	2014	24670639	
1386	Martienssen, Rob	18	L	Creasey, K. M. and Zhai, J. and Borges, F. and Van Ex, F. and Regulski, M. and Meyers, B. C. and Martienssen, R. A. 	miRNAs trigger widespread epigenetically activated siRNAs from transposons in Arabidopsis. 	Nature, 508(7496) pp. 411-415.	2014	24670663	
1387	Gingeras, Thomas	7		Forest, A. R. R. and Kawaji, H. and Rehli, M. and Baillie, J. K. and De Hoon, M. J. L. and Haberle, V. and Lassmann, T. and Kulakovskiy, I. V. and Lizio, M. and Itoh, M. and Andersson, R. and Mungall, C. J. and Meehan, T. F. and Schmeier, S. and Bertin, N. and Jørgensen, M. and Dimont, E. and Arner, E. and Schmidl, C. and Schaefer, U. and Medvedeva, Y. A. and Plessy, C. and Vitezic, M. and Severin, J. and Semple, C. A. and Ishizu, Y. and Young, R. S. and Francescatto, M. and Altschuler, I. A. and Albanese, D. and Altschule, G. M. and Arakawa, T. and Archer, J. A. C. and Arner, P. and Babina, M. and Rennie, S. and Balwierz, P. J. and Beckhouse, A. G. and Pradhan-Bhatt, S. and Blake, J. A. and Blumenthal, A. and Bodega, B. and Bonetti, A. and Briggs, J. and Brombacher, F. and Burroughs, A. M. and Califano, A. and Cannistraci, C. V. and Carbajo, D. and Chen, Y. and Chierici, M. and Ciani, Y. and Clevers, H. C. and Dalla, E. and Davis, C. A. and Detmar, M. and Diehl, A. D. and Dohi, T. and Drabløs, F. and Edge, A. S. B. and Edinger, M. and Ekwall, K. and Endoh, M. and Enomoto, H. and Fagiolini, M. and Fairbairn, L. and Fang, H. and Farach-Carson, M. C. and Faulkner, G. J. and Favorov, A. V. and Fisher, M. E. and Frith, M. C. and Fujita, R. and Fukuda, S. and Furlanello, C. and Furuno, M. and Furusawa, J. I. and Geijtenbeek, T. B. and Gibson, A. P. and Gingeras, T. and Goldowitz, D. and Gough, J. and Guhl, S. and Guler, R. and Gustincich, S. and Ha, T. J. and Hamaguchi, M. and Hara, M. and Harbers, M. and Harshbarger, J. and Hasegawa, A. and Hasegawa, Y. and Hashimoto, T. and Herlyn, M. and Hitchens, K. J. and Sui, S. J. H. and Hofmann, O. M. and Hoof, I. and Hori, F. and Huminiecki, L. 	A promoter-level mammalian expression atlas. 	Nature, 507(7493) pp. 462-470.	2014	24670764	
1388	McDonald, Alicia	206	F	McDonald AC, Tergas AI, Kuhn L, Denny L, Wright TC Jr.	Distribution of Human Papillomavirus Genotypes among HIV-Positive and HIV-Negative Women in Cape Town, South Africa.	Front Oncol. 2014 Mar 14;4:48. 	2014	24672770	
1389	Potters, Louis	75	F	Potters L, Kapur A.	Implementation of a 'No Fly' safety culture in a multicenter radiation medicine department.	Pract Radiat Oncol. 2012 Jan-Mar;2(1):18-26. 	2012	24674032	
1390	McCombie, W. Richard	19		McCarthy SE, McCombie WR, Corvin A.	Unlocking the treasure trove: from genes to schizophrenia biology.	Schizophr Bull. 2014 May;40(3):492-6.	2014	24674812	
1391	Martienssen, Rob	18	L	Heard, E. and Martienssen, R. A. 	Transgenerational Epigenetic Inheritance: Myths and Mechanisms. 	Cell, 157(1) pp. 95-109.	2014	24679529	
1392	Goldberg, Gabrielle	87		Gelfman LP, Lindenberger E, Fernandez H, Goldberg GR, Lim BB, Litrivis E, O'Neill L, Smith CB, Kelley AS.	The effectiveness of the Geritalk communication skills course: a real-time assessment of skill acquisition and deliberate practice.	J Pain Symptom Manage. 2014 Oct;48(4):738-44.e1-6.	2014	24681183	
1393	Boockvar, John Andrew	189		Ottenhausen M, Bodhinayake I, Evins AI, Banu M, Boockvar JA, Bernardo A.	Expanding the borders: the evolution of neurosurgical approaches.	Neurosurg Focus. 2014 Apr;36(4):E11.	2014	24684324	
1394	Kinney, Justin	13		Razo-Mejia, M. and Boedicker, J. Q. and Jones, D. and Deluna, A. and Kinney, J. B. and Phillips, R. 	Comparison of the theoretical and real-world evolutionary potential of a genetic circuit. 	Phys Biol. 2014 Apr;11(2):026005.	2014	24685590	
1395	Tanna, Neil	198		Broer PN, Juran S, Walker ME, Ng R, Weichman K, Tanna N, Liu YJ, Shah A, Patel A, Persing JA, Thomson JG.	Aesthetic breast shape preferences among plastic surgeons.	Ann Plast Surg. 2015 Jun;74(6):639-44. 	2015	24691316	
1396	Martienssen, Rob	18		Thiebaut, F. and Grativol, C. and Tanurdzic, M. and Carnavale-Bottino, M. and Vieira, T. and Motta, M. R. and Rojas, C. and Vincentini, R. and Chabregas, S. M. and Hemerly, A. S. and Martienssen, R. A. and Ferreira, P. C. 	Differential sRNA Regulation in Leaves and Roots of Sugarcane under Water Depletion. 	PLoS One, 9(4) pp. e93822.	2014	24695493	
1397	Hannon, Gregory;Hammell, Christopher	10;8	L	Goh, W. S. S. and Seah, J. W. E. and Harrison, E. J. and Chen, C. and Hammell, C. M. and Hannon, G. J. 	A genome-wide RNAi screen identifies factors required for distinct stages of C-elegans piRNA biogenesis. 	Genes & Development, 28(7) pp. 797-807.	2014	24696458	
1398	Iossifov, Ivan	44		Cokol, M. and Weinstein, Z. B. and Yilancioglu, K. and Tasan, M. and Doak, A. and Cansever, D. and Mutlu, B. and Li, S. and Rodriguez-Esteban, R. and Akhmedov, M. and Guvenek, A. and Cokol, M. and Cetiner, S. and Giaever, G. and Iossifov, I. and Nislow, C. and Shoichet, B. and Roth, F. P. 	Large-Scale Identification and Analysis of Suppressive Drug Interactions. 	Chemistry & Biology, 21(4) pp. 541-551.	2014	24704506	
1399	Mitra, Partha P.	52	L	Grange, P. and Bohland, J. W. and Okaty, B. W. and Sugino, K. and Bokil, H. and Nelson, S. B. and Ng, L. and Hawrylycz, M. and Mitra, P. P. 	Cell-type-based model explaining coexpression patterns of genes in the brain. 	Proceedings of the National Academy of Sciences of the United States of America, 111(14) pp. 5397-5402.	2014	24706869	
1400	Gillis, Jesse	42	L	Pavlidis, P. and Gillis, J. 	Progress and challenges in the computational prediction of gene function using networks: 2012-2013 update. 	F1000 Research, 2 pp. 230.	2013	24715959	
1401	Jhaveri, Kenar	193	F	Jhaveri KD.	A letter to the Master Clinician.	Version 2. F1000Res. 2014 Jan 3 [revised 2014 Feb 13];3:1.	2014	24715972	
1402	Zador, Anthony	59	L	Jaramillo, S. and Borges, K. and Zador, A. M. 	Auditory Thalamus and Auditory Cortex Are Equally Modulated by Context during Flexible Categorization of Sounds. 	Journal of Neuroscience, 34(15) pp. 5291-301.	2014	24719107	
1403	Bernstein, David	188		Kowdley KV, Gordon SC, Reddy KR, Rossaro L, Bernstein DE, Lawitz E, Shiffman ML, Schiff E, Ghalib R, Ryan M, Rustgi V, Chojkier M, Herring R, Di Bisceglie AM, Pockros PJ, Subramanian GM, An D, Svarovskaia E, Hyland RH, Pang PS, Symonds WT, McHutchison JG, Muir AJ, Pound D, Fried MW;ION-3 Investigators.	Ledipasvir and sofosbuvir for 8 or 12 weeks for chronic HCV without cirrhosis.	N Engl J Med. 2014 May 15;370(20):1879-88.	2014	24720702	
1404	Ware, Doreen	58		Zwickl, D. J. and Stein, J. C. and Wing, R. A. and Ware, D. and Sanderson, M. J.	Disentangling methodological and biological sources of gene tree discordance on Oryza (Poaceae) chromosome 3. 	Systematic Biology, 63(5) pp. 645-659.	2014	24721692	
1405	Boockvar, John Andrew	189	L	Haber JS, Kesavabhotla K, Ottenhausen M, Bodhinayake I, Dinkin MJ, Segal AZ, Lee YM, Boockvar JA.	Conservative management of cavernous sinus cavernous hemangioma in pregnancy.	J Neurosurg. 2014 Jun;120(6):1309-12. 	2014	24724853	
1406	Lipton, Jeffrey;Acharya, Suchitra;Wolfe, Lawrence	164;71;131		Sarangi S, Lanikova L, Kapralova K, Acharya S, Swierczek S, Lipton JM, Wolfe L, Prchal JT.	The homozygous VHL(D126N) missense mutation is associated with dramatically elevated erythropoietin levels, consequent polycythemia, and early onset severe pulmonary hypertension.	Pediatr Blood Cancer. 2014 Nov;61(11):2104-6.	2014	24729484	
1407	Enikolopov, Grigori	5		Kuzin BA, Nikitina EA, Cherezov RO, Vorontsova JE, Slezinger MS, Zatsepina OG, Simonova OB, Enikolopov GN, Savvateeva-Popova EV.	Combination of hypomorphic mutations of the Drosophila homologues of aryl hydrocarbon receptor and nucleosome assembly protein family genes disrupts morphogenesis, memory and detoxification.	PLoS One. 2014 Apr 15;9(4):e94975. 	2014	24736732	
1408	Stillman, Bruce;Kinney, Justin	28;13	L	Sheu YJ, Kinney JB, Lengronne A, Pasero P, Stillman B.	Domain within the helicase subunit Mcm4 integrates multiple kinase signals to control DNA replication initiation and fork progression.	Proc Natl Acad Sci U S A. 2014 May 6;111(18):E1899-908.	2014	24740181	
1409	Gingeras, Thomas	7		Kellis, M. and Wold, B. and Snyder, M. P. and Bernstein, B. E. and Kundaje, A. and Marinov, G. K. and Ward, L. D. and Birney, E. and Crawford, G. E. and Dekker, J. and Dunham, I. and Elnitski, L. L. and Farnham, P. J. and Feingold, E. A. and Gerstein, M. and Giddings, M. C. and Gilbert, D. M. and Gingeras, T. R. and Green, E. D. and Guigo, R. and Hubbard, T. and Kent, J. and Lieb, J. D. and Myers, R. M. and Pazin, M. J. and Ren, B. and Stamatoyannopoulos, J. A. and Weng, Z. P. and White, K. P. and Hardison, R. C. 	Defining functional DNA elements in the human genome. 	Proceedings of the National Academy of Sciences of the United States of America, 111(17) pp. 6131-6138.	2014	24753594	
1410	Hammell, Christopher	8		Zinovyeva, A. Y. and Bouasker, S. and Simard, M. J. and Hammell, C. M. and Ambros, V.	Mutations in Conserved Residues of the C. elegans microRNA Argonaute ALG-1 Identify Separable Functions in ALG-1 miRISC Loading and Target Repression. 	PLoS Genetics, 10(4) pp. e1004286.	2014	24763381	
1411	Martienssen, Rob;McCombie, W. Richard	19;18		Grativol C, Regulski M, Bertalan M, McCombie WR, da Silva FR, Zerlotini Neto A, Vicentini R, Farinelli L, Hemerly AS, Martienssen RA, Ferreira PC.	Sugarcane genome sequencing by methylation filtration provides tools for genomic research in the genus Saccharum.	Plant J. 2014 Jul;79(1):162-72. 	2014	24773339	
1412	Gillis, Jesse;McCombie, W. Richard	19;42		McCarthy SE, Gillis J, Kramer M, Lihm J, Yoon S, Berstein Y, Mistry M, Pavlidis P, Solomon R, Ghiban E, Antoniou E, Kelleher E, O'Brien C, Donohoe G, Gill M, Morris DW, McCombie WR, Corvin A.	De novo mutations in schizophrenia implicate chromatin remodeling and support a genetic overlap with autism and intellectual disability.	Mol Psychiatry. 2014 Jun;19(6):652-8. 	2014	24776741	
1413	Spector, David	26	L	Eckersley-Maslin, M. A. and Spector, D. L. 	Random monoallelic expression: Regulating gene expression one allele at a time.	Trends in Genetics, 30 (6). pp. 237-244. 	2014	24780084	
1414	Huang, Z. Josh	43		Fink, A. J. P. and Croce, K. R. and Huang, Z. J. and Abbott, L. F. and Jessell, T. M. and Azim, E. 	Presynaptic inhibition of spinal sensory feedback ensures smooth movement. 	Nature, 508(7498) pp. 43-48.	2014	24784215	
1415	Krainer, Adrian R.	14		Rigo, F. and Chun, S. J. and Norris, D. A. and Hung, G. and Lee, S. and Matson, J. and Fey, R. A. and Gaus, H. and Hua, Y. and Grundy, J. S. and Krainer, A. R. and Henry, S. P. and Bennett, C. F. 	Pharmacology of a central nervous system delivered 2′-O-methoxyethyl- modified survival of motor neuron splicing oligonucleotide in mice and nonhuman primates. 	Journal of Pharmacology and Experimental Therapeutics, 350(1) pp. 46-55.	2014	24784568	
1416	Okeke, Zeph	200	L	Waingankar N, Hayek S, Smith AD, Okeke Z.	Calyceal diverticula: a comprehensive review.	Rev Urol. 2014;16(1):29-43. 	2014	24791153	
1417	Egeblad, Mikala	4	L	Rose, S. and Egeblad, M. 	Q&A: Mikala Egeblad on Tumor Microenvironment. 	Cancer Discovery, 4(5) pp. 503-503.	2014	24794996	
1418	Aygun, Banu	115		Nottage KA, Ware RE, Winter B, Smeltzer M, Wang WC, Hankins JS, Dertinger SD, Shulkin B, Aygun B.	Predictors of splenic function preservation in children with sickle cell anemia treated with hydroxyurea.	Eur J Haematol. 2014 Nov;93(5):377-83. 	2014	24796940	
1419	Vakoc, Christopher	32		Alpatov, R. and Lesch, B. J. and Nakamoto-Kinoshita, M. and Blanco, A. and Chen, S. and Stutzer, A. and Armache, K. J. and Simon, M. D. and Xu, C. and Ali, M. and Murn, J. and Prisic, S. and Kutateladze, T. G. and Vakoc, C. R. and Min, J. and Kingston, R. E. and Fischle, W. and Warren, S. T. and Page, D. C. and Shi, Y. 	A Chromatin-Dependent Role of the Fragile X Mental Retardation Protein FMRP in the DNA Damage Response. 	Cell, 157(4) pp. 869-81.	2014	24813610	
1420	Martienssen, Rob	18		Grand, R. S. and Martienssen, R. and O'Sullivan, J. M. 	Potential roles for interactions between the mitochondrial and nuclear DNA throughout the cell cycle of Schizosaccharomyces pombe. 	Mitochondrion, 17 pp. 141-9.	2014	24815909	
1421	Mills, Alea A.	20	L	Li, W. and Wu, J. and Kim, S. Y. and Zhao, M. and Hearn, S. A. and Zhang, M. Q. and Meistrich, M. L. and Mills, A. A. 	Chd5 orchestrates chromatin remodelling during sperm development. 	Nature Communications, 5 pp. 3812.	2014	24818823	
1422	Enikolopov, Grigori	5		Park JH, Lee H, Makaryus R, Yu M, Smith SD, Sayed K, Feng T, Holland E, Van der Linden A, Bolwig TG, Enikolopov G, Benveniste H.	Metabolic profiling of dividing cells in live rodent brain by proton magnetic resonance spectroscopy (1HMRS) and LCModel analysis.	PLoS One. 2014 May 12;9(5):e94755. 	2014	24819091	
1423	Okeke, Zeph	200	L	Hartman C, Friedlander JI, Moreira DM, Elsamra SE, Smith AD, Okeke Z.	Differences in 24-h urine composition between nephrolithiasis patients with and without diabetes mellitus.	BJU Int. 2015 Apr;115(4):619-24. 	2015	24823472	
1424	Siepel, Adam	24	L	Rasmussen, M. D. and Hubisz, M. J. and Gronau, I. and Siepel, A. 	Genome-wide inference of ancestral recombination graphs. 	PLoS Genetics, 10(5) pp. e1004342.	2014	24831947	
1425	Odaimi, Marcel	148	L	Alkaied H, Harris K, Azab B, Odaimi M.	A complete resolution of sialadenitis induced by iodine containing contrast with intravenous dexamethasone infusion.	Clin Med Insights Gastroenterol. 2012 Oct 9;5:61-3. 	2012	24833935	
1426	Siepel, Adam	24		Arbiza, L. and Gottipati, S. and Siepel, A. and Keinan, A. 	Contrasting X-linked and autosomal diversity across 14 human populations.	Am J Hum Genet, 94(6) pp. 827-44.	2014	24836452	
