Serial.Number	Project.Title	Tumor.Type	Administering..IC	Application.ID	Project.Number	Type	Activity	IC	Support.Year	Suffix	Subproject.Number	Contact.PI..Person.ID	Contact.PI...Project.Leader	PI.Trim	MemberID	Other.PI.or.Project.Leader.s.	Organization.Name	ARRA.Indicator	FY	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	FY.Total
65676	HOW INHIBITION SHAPES NEURONAL AND BEHAVIORAL RESPONSES TO AUDITORY STIMULI		NINDS	7918851	5F32NS065676-02	5	F32	NS	2		NA	9173859	BORGES, KATHARINE 	BORGES, KATHARINE	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	52154	NA	52154
19072	COMPLEX DECISIONS AND THE BRAIN: AN EXPERIMENTAL AND THEORETICAL APPROACH		NEI	8142504	4R00EY019072-03	4	R00	EY	3		NA	6357328	CHURCHLAND, ANNE KATHRYN	CHURCHLAND, ANNE KATHRYN	39	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	248999	NA	248999
67690	GENOME-WIDE REGULATORY NETWORK GOVERNING NEURONAL MRNA TRANSLATION.		NINDS	7932716	5R01NS067690-02	5	R01	NS	2		NA	1896422	DUBNAU, JOSHUA T	DUBNAU, JOSHUA T	40	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	430650	NA	430650
85926	STRUCTURE AND FUNCTION OF NMDA RECEPTORS		NIMH	7783974	1R01MH085926-01A1	1	R01	MH	1	A1	NA	9343008	FURUKAWA, HIROYASU 	FURUKAWA, HIROYASU	41	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	435000	NA	435000
7530	CSHL COURSE ON C. ELEGANS		NICHD	7925816	5T15HD007530-13	5	T15	HD	13		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	81739	NA	81739
30269	CSHL CELL AND DEVELOPMENTAL BIOLOGY OF XENOPUS		NICHD	7846225	5T15HD030269-18	5	T15	HD	18		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	60918	NA	60918
63628	CSHL NEUROBIOLOGY SHORT TERM TRAINING		NIMH	7913066	5R25MH063628-09	5	R25	MH	9		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	229819	NA	229819
77383	CSHL CONFERENCE ON CHANNELS; RECEPTORS; SYNAPSES		NIMH	7798580	5R13MH077383-05	5	R13	MH	5		NA	7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	1	NA	1
64459	EPIGENETIC DYNAMICS OF DEVELOPING GERM CELLS AND EARLY EMBRYOS		NICHD	7942739	5RC2HD064459-02	5	RC2	HD	2		NA	1924153	HANNON, GREGORY J 	HANNON, GREGORY J	10	GINGERAS, THOMAS RAYMOND;MCCOMBIE, WILLIAM RICHARD	COLD SPRING HARBOR LABORATORY	YES	2010	1506827	NA	1506827
78844	DEVELOPMENT OF RECOMBINASE-EXPRESSING MOUSE LINES FOR STUDYING THE DEVELOPMENT		NIMH	8125950	3U01MH078844-05S1	3	U01	MH	5	S1	NA	7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	87000	NA	87000
78844	DEVELOPMENT OF RECOMBINASE-EXPRESSING MOUSE LINES FOR STUDYING THE DEVELOPMENT		NIMH	7923262	5U01MH078844-05	5	U01	MH	5		NA	7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	391941	NA	391941
86030	CELL TYPE-BASED GENOMICS OF DEVELOPMENTAL PLASTICITY IN CORTICAL GABA INTERNEURON		NIMH	7806559	5R21MH086030-02	5	R21	MH	2		NA	7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	210000	NA	210000
88661	CELL-BASED GENOMIC ANALYSIS IN MOUSE MODELS OF RETT SYNDROME		NIMH	7941009	5RC1MH088661-02	5	RC1	MH	2		NA	7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	COLD SPRING HARBOR LABORATORY	YES	2010	513667	NA	513667
18068	QUANTITIATIVE MODEL FOR THE DEVELOPMENT OF NEURAL TOPOGRAPHIC MAPS		NEI	7761660	5R01EY018068-03	5	R01	EY	3		NA	8569429	KOULAKOV, ALEXEI 	KOULAKOV, ALEXEI	47	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	415800	NA	415800
92928	CRCNS:  COMPUTATIONAL MODEL FOR NEURAL STEM CELL DIVISIONS IN THE ADULT BRAIN		NIMH	8055683	1R01MH092928-01	1	R01	MH	1		NA	8569429	KOULAKOV, ALEXEI 	KOULAKOV, ALEXEI	47	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	348000	NA	348000
87036	THE FUNCTIONAL MATURATION OF INHIBITORY INTERNEURONS		NIMH	7897609	5F30MH087036-02	5	F30	MH	2		NA	9711296	LAZARUS, MATTHEW 	LAZARUS, MATTHEW	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	28610	NA	28610
91903	THE SYNAPTIC CIRCUITRY OF THE LATERAL HABENULA AND BEHAVIORAL DEPRESSION		NIMH	8005627	1R01MH091903-01	1	R01	MH	1		NA	9112301	LI, BO 	LI, BO	49	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	526630	NA	526630
67014	TRANSPOSONS; RNA INTERFERENCE AND HETEROCHROMATIN		NIGMS	7933642	5R01GM067014-06	5	R01	GM	6		NA	1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	COLD SPRING HARBOR LABORATORY	YES	2010	348000	NA	348000
76396	RNAI; HISTONE MODIFICATION AND THE DDB1/CPSF-LIKE COMPLEX RIK1		NIGMS	7894453	5R01GM076396-04	5	R01	GM	4		NA	1964343	MARTIENSSEN, ROBERT A	MARTIENSSEN, ROBERT A	18	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	419760	NA	419760
87992	2/2-RARE BIPOLAR LOCI IDENTIFICATION THROUGH SYNAPTOME SEQUENCING.		NIMH	8006117	1R01MH087992-01A1	1	R01	MH	1	A1	NA	7864920	MCCOMBIE, WILLIAM RICHARD	MCCOMBIE, WILLIAM RICHARD	19	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	1135298	NA	1135298
87988	THE MISSING CIRCUIT:  THE FIRST BRAINWIDE CONNECTIVITY MAP FOR MOUSE		NIMH	7941934	5R01MH087988-02	5	R01	MH	2		NA	6487852	MITRA, PARTHA PRATIM	MITRA, PARTHA PRATIM	52	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	648174	NA	648174
88659	THE FIRST COMPREHENSIVE NEURAL CONNECTIVITY MAP OF MOUSE		NIMH	7939770	5RC1MH088659-02	5	RC1	MH	2		NA	6487852	MITRA, PARTHA PRATIM	MITRA, PARTHA PRATIM	52	Not Applicable	COLD SPRING HARBOR LABORATORY	YES	2010	499999	NA	499999
32154	2008 CSHL MOLECULAR GENETICS OF AGING CONFERENCE		NIA	7795788	5R13AG032154-03	5	R13	AG	3		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	30030	NA	30030
37223	2010 COLD SPRING HARBOR LABORATORY CONFERENCE ON MOLECULAR CHAPERONES AND STRESS		NIA	7916123	1R13AG037223-01	1	R13	AG	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	20000	NA	20000
39150	2011 COLD SPRING HARBOR CONFERENCE ON TELOMERES AND TELOMERASE		NIA	8062946	1R13AG039150-01	1	R13	AG	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	30625	NA	30625
78720	2008 CSHL GENE EXPRESSION AND SIGNALING IN THE IMMUNE SYSTEM CONFERENCE		NIAID	7789552	5R13AI078720-03	5	R13	AI	3		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	10000	NA	10000
85901	2009 CSHL HARNESSING IMMUNITY TO PREVENT AND TREAT DISEASE		NIAID	7806012	1R13AI085901-01	1	R13	AI	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	8000	NA	8000
91053	CSHL 2010 CONFERENCE ON MOLECULAR GENETICS AND BACTERIA & PHAGES		NIAID	8005291	1R13AI091053-01	1	R13	AI	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	18500	NA	18500
121807	CSHL CONFERENCE ON PTEN PATHWAYS		NCI	7577341	5R13CA121807-03	5	R13	CA	3		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	7000	NA	7000
133972	CSHL 2008 CONFERENCE ON MECHANISMS AND MODELS OF CANCER		NCI	7664283	5R13CA133972-02	5	R13	CA	2		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	6000	NA	6000
150295	2010 COLD SPRING HARBOR LABORATORY CONFERENCE ON SYSTEMS BIOLOGY: GLOBAL REGULATI		NCI	7907229	1R13CA150295-01	1	R13	CA	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	5000	NA	5000
93545	2010 COLD SPRING HARBOR LABORATORY SYMPOSIUM ON QUANTITATIVE BIOLOGY: NUCLEAR ORG		NIGMS	7914886	1R13GM093545-01	1	R13	GM	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	10000	NA	10000
96522	COLD SPRING HARBOR LABORATORY CONFERENCE ON PHARMACOGENOMICS & PERSONALIZED THERA		NIGMS	8061795	1R13GM096522-01	1	R13	GM	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	15000	NA	15000
58377	2008 CSHL GERM CELLS CONFERENCE		NICHD	7862401	5R13HD058377-03	5	R13	HD	3		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	6000	NA	6000
65371	COLD SPRING HARBOR LABORATORY 2010 CONFERENCE OF VERTEBRATE ORGANOGENESIS		NICHD	7911460	1R13HD065371-01	1	R13	HD	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	12000	NA	12000
66880	CSHL CONFERENCE ON MOUSE DEVELOPMENT; GENETICS AND GENOMICS		NICHD	8005962	1R13HD066880-01	1	R13	HD	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	8500	NA	8500
3676	2008 THE BIOLOGY OF GENOMES CONFERENCE		NHGRI	7795877	5R13HG003676-06	5	R13	HG	6		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	38193	NA	38193
4331	CSHL COURSE ON YEAST GENETICS AND GENOMICS		NHGRI	7943687	2T15HG004331-04	2	T15	HG	4		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	51905	NA	51905
71615	CSHL CONFERENCE ON GLIA IN HEALTH		NINDS	7994635	1R13NS071615-01	1	R13	NS	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	24989	NA	24989
71658	2010 CSHL AXON GUIDANCE; SYNAPTIC PLASTICITY AND REGENERATION CONFERENCE		NINDS	8003413	1R13NS071658-01	1	R13	NS	1		NA	7039607	STEWART, DAVID J.	STEWART, DAVID J.	NA	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	10000	NA	10000
55989	RECEPTOR PTPS; CELL CONTACT & SIGNAL TRANSDUCTION		NIGMS	7790862	2R01GM055989-13	2	R01	GM	13		NA	1898919	TONKS, NICHOLAS K	TONKS, NICHOLAS K	29	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	408900	NA	408900
10403	ELECTROPHYSIOLOGICAL ANALYSIS OF OLFACTORY REPRESENTATIONS IN DROSOPHILA		NIDCD	7987933	1R01DC010403-01A1	1	R01	DC	1	A1	NA	9068491	TURNER, GLENN C	TURNER, GLENN C	57	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	361000	NA	361000
82808	DOCK7 SIGNALING IN NEURONAL DEVELOPMENT		NIMH	7800250	5R01MH082808-03	5	R01	MH	3		NA	1899413	VAN AELST, LINDA 	VAN AELST, LINDA	33	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	391500	NA	391500
90028	DEEP SEQUENCING OF AUTISM CANDIDATE GENES IN 2000 FAMILIES FROM THE SIMONS SIMPLE		NIMH	7943061	5RC2MH090028-02	5	RC2	MH	2		NA	6215688	WIGLER, MICHAEL H 	WIGLER, MICHAEL H	34	MCCOMBIE, WILLIAM RICHARD	COLD SPRING HARBOR LABORATORY	YES	2010	1395339	NA	1395339
5415	FUNCTIONAL MICROCIRCUITRY UNDERLYING SOUND PROCESSING IN THE PRIMARY AUDITORY COR		NIDCD	7894589	5R01DC005415-08	5	R01	DC	8		NA	1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	366053	NA	366053
89908	COLD SPRING HARBOR LABORATORY FACULTY RECRUITMENT IN DEVELOPMENTAL NEUROBIOLOGY		NIMH	7941851	5P30MH089908-02	5	P30	MH	2		NA	1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	COLD SPRING HARBOR LABORATORY	YES	2010	538683	NA	538683
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8016937	1R01NS073129-01	1	R01	NS	1		NA	1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	435000	NA	435000
64331	DROSOPHILA MODELS OF HUMAN COGNITIVE DISORDERS: NF1 AND NOONAN SYNDROME		NINDS	7890007	1R01NS064331-01A2	1	R01	NS	1	A2	NA	1955001	ZHONG, YI 	ZHONG, YI	37	Not Applicable	COLD SPRING HARBOR LABORATORY	 	2010	348000	NA	348000
7100	CLINICAL TRIAL: A MULTI-CENTER; OPEN-LABEL; CONTINUATION TRIAL OF LYMPHOSTAT-B A		NCRR	8167241	5M01RR018535-08	5	M01	RR	8		7100	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	423	282200
7104	CLINICAL TRIAL: A DOUBLE BLIND; PLACEBO CONTROLLED; PHASE II; RANDOMIZED STUDY O		NCRR	8167245	5M01RR018535-08	5	M01	RR	8		7104	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	13141	320150
7115	THE RHEUMATOLOGY SPECIMEN BANK		NCRR	8167256	5M01RR018535-08	5	M01	RR	8		7115	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	11869	2373121
7119	THE SYSTEMIC LUPUS INTERNATIONAL COLLABORATING CLINICS (SLICC) REGISTRY		NCRR	8167260	5M01RR018535-08	5	M01	RR	8		7119	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	6782	166000
7121	EFFECT OF VITAMIN D3 ON THE IFNA SIGNATURE IN PATIENTS WITH LUPUS		NCRR	8167262	5M01RR018535-08	5	M01	RR	8		7121	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	10174	498834
7144	AMERICAN COLLEGE OF RHEUMATOLOGY RE-CLASSIFICATION OF SLE CRITERIA (AROSE)		NCRR	8167285	5M01RR018535-08	5	M01	RR	8		7144	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	5087	473810
7116	FUNCTIONAL CORRELATES OF PREFRONTAL AND STRIATAL INFORMATION PROCESSING		NCRR	8167257	5M01RR018535-08	5	M01	RR	8		7116	10668289	ARGYELAN, MIKLOS 	ARGYELAN, MIKLOS	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	8479	491565
7120	CLINICAL TRIAL: ADJUNCTIVE TREATMENT WITH DIVALPROEX OR RISPERIDONE IN CHILDREN		NCRR	8167261	5M01RR018535-08	5	M01	RR	8		7120	1958809	BLADER, JOSEPH C	BLADER, JOSEPH C	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	50447	249000
7139	PILOT STUDY: THE ROLE OF MIF IN SPINAL CORD INJURY		NCRR	8167280	5M01RR018535-08	5	M01	RR	8		7139	9575924	BLOOM, ONA 	BLOOM, ONA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	20793	611448
83223	IMMUNOLOGY PHYSICIAN SCIENTIST		NIAID	7901392	5T32AI083223-02	5	T32	AI	2		NA	8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	126874	NA	300000
17227	HPV-SPECIFIC; IMMUNE SUPPRESSION IN PATIENTS WITH RRP		NIDCR	7851445	5R01DE017227-05	5	R01	DE	5		NA	8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	499178	NA	217195
7129	CLINICAL TRIAL: LIOTHYRONINE (T3) STUDY FOR  BIPOLAR DEPRESSION		NCRR	8167270	5M01RR018535-08	5	M01	RR	8		7129	10560210	BRAGA, RAPHAEL J	BRAGA, RAPHAEL J	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	16110	328680
7088	WHITE MATTER STRUCTURAL DEFICITS IN HIGH FUNCTIONING CHILDREN WITH AUTISM		NCRR	8167229	5M01RR018535-08	5	M01	RR	8		7088	2415392	BREGMAN, JOEL DONALD	BREGMAN, JOEL DONALD	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	848	328680
7109	THE GENETICS OF TOURETTE SYNDROME		NCRR	8167250	5M01RR018535-08	5	M01	RR	8		7109	8447328	BUDMAN, CATHY 	BUDMAN, CATHY	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	15261	332000
77807	NEUROCOGNITION AS AN ENDOPHENOTYPE IN BIPOLAR DISORDER		NIMH	7743767	5K23MH077807-03	5	K23	MH	3		NA	8441121	BURDICK, KATHERINE ELIZABETH	BURDICK, KATHERINE ELIZABETH	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	155393	NA	288135
7094	FUNCTIONAL CORRELATES OF GPI DEEP BRAIN STIMULATION IN PRIMARY DYSTONIA		NCRR	8167235	5M01RR018535-08	5	M01	RR	8		7094	9522235	CARBON-CORRELL, MAREN 	CARBON-CORRELL, MAREN	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	2120	288135
7145	ANALYSIS OF GENE EXPRESSION IN OSTEOPHYTES		NCRR	8167286	5M01RR018535-08	5	M01	RR	8		7145	1890703	CHEN, ELI 	CHEN, ELI	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	191	240422
7073	B-CLL SUBGROUPS: MATURATION STAGE & GENE EXPRESSION		NCRR	8167214	5M01RR018535-08	5	M01	RR	8		7073	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	423	103750
7078	CHARACTERIZATION OF PROLIFERATING COMPARTMENT IN B-CELL CLL PATIENTS		NCRR	8167219	5M01RR018535-08	5	M01	RR	8		7078	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	18653	415000
7107	HUMAN BLOOD CELL DISORDERS TISSUE BANK		NCRR	8167248	5M01RR018535-08	5	M01	RR	8		7107	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	97926	337000
81857	4/8- PREDICTORS & MECHANISMS OF CONVERSION TO PSYCHOSIS		NIMH	7849917	5U01MH081857-03	5	U01	MH	3		NA	1887254	CORNBLATT, BARBARA A.	CORNBLATT, BARBARA A.	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	743673	NA	313556
7409	CLINICAL ASSESSMENT STRATEGIES UNIT (RESEARCH METHODS CORE)		NIMH	8110771	1P30MH090590-01	1	P30	MH	1		7409	1887254	CORNBLATT, BARBARA A.	CORNBLATT, BARBARA A.	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	148914	148914
7417	PROJECT 5 ACISR		NIMH	8110784	1P30MH090590-01	1	P30	MH	1		7417	1887254	CORNBLATT, BARBARA A.	CORNBLATT, BARBARA A.	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	79677	79677
80274	3/3-IMPROVING METABOLIC PARAMETERS OF ANTIPSYCHOTIC CHILD TREATMENT (IMPACT)		NIMH	7870321	5R01MH080274-03	5	R01	MH	3		NA	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	1	NA	1
7411	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8110774	1P30MH090590-01	1	P30	MH	1		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	54871	54871
7413	PROJECT 1 ACISR		NIMH	8110777	1P30MH090590-01	1	P30	MH	1		7413	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	76576	76576
7416	PROJECT 4 ACISR		NIMH	8110783	1P30MH090590-01	1	P30	MH	1		7416	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	47146	47146
7075	FACTORS FOR METABOLIC ABNORMALITIES IN CHILDREN WITH PSYCHIATRIC DISORDERS		NCRR	8167216	5M01RR018535-08	5	M01	RR	8		7075	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	81393	81393
7133	IMPROVING METABOLIC PARAMETERS OF ANTIPSYCHOTIC CHILD TREATMENT (IMPACT)		NCRR	8167274	5M01RR018535-08	5	M01	RR	8		7133	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	6359	6359
7084	THE KINETICS OF HIGH MOBILITY GROUP BOX-1 (HMGB1)		NCRR	8167225	5M01RR018535-08	5	M01	RR	8		7084	10668293	D'AMORE, JASON 	D'AMORE, JASON	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	8690	8690
83901	REGULATION OF THE ANTI-PHOSPHOLIPID RESPONSE IN SLE		NIAID	7889199	1R01AI083901-01A1	1	R01	AI	1	A1	NA	1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	424925	NA	424925
57930	FUNCTIONAL SIGNIFICANCE OF AN ITGAM POLYMORPHISM IN SLE		NIAMS	7772801	1R21AR057930-01	1	R21	AR	1		NA	1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	258480	NA	258480
85241	TARGETING RENAL INFLAMMATORY PATHWAYS OF SLE NEPHRITIS IN MOUSE AND MAN		NIDDK	7770235	1R01DK085241-01	1	R01	DK	1		NA	1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	649579	NA	649579
22102	A MOUSE MODEL OF TAU PATHOLOGY IN AD & OTHER DEMENTIAS		NIA	7795167	5R37AG022102-08	5	R37	AG	8		NA	1894355	DAVIES, PETER P	DAVIES, PETER P	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	336897	NA	336897
9003	HISTOLOGY CORE		NIAID	8122319	5P01AI073693-03	5	P01	AI	3		9003	7360707	DEGIORGIO, LORRAINE A	DEGIORGIO, LORRAINE A	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	106309	106309
86756	THE GENETICS OF PSYCHOSIS:  TOWARDS A DIMENSIONAL APPROACH		NIMH	7893861	5K99MH086756-02	5	K99	MH	2		NA	9629983	DEROSSE, PAMELA 	DEROSSE, PAMELA	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	78192	NA	78192
22346	TREATING ADOLSECENT AND ADULT METHAMPHETAMINE OR INHALANT ABUSE WITH S-(+)-GVG		NIDA	7921548	5K02DA022346-05	5	K02	DA	5		NA	7776522	DEWEY, STEPHEN L	DEWEY, STEPHEN L	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	134136	NA	134136
6348	IMAGING CORE		NINDS	8009019	1P50NS071675-01	1	P50	NS	1		6348	8326791	DHAWAN, VIJAY 	DHAWAN, VIJAY	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	131694	131694
4	PREVENTING ANTI-NMDAR AB NEUROTOXICITY: RATIONAL THERAPIES FOR NPSLE		NIAID	8122316	5P01AI073693-03	5	P01	AI	3		4	1862435	DIAMOND, BETTY 	DIAMOND, BETTY	NA	Not Applicable	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH	 	2010	NA	191180	191180
